acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,doit,reference,art,geog,buyer
31203,F,MD,21228,212,53,5,136,44,180,12,2,1,5,1,1,0,2,0
31204,F,PA,17501,175,49,5,134,135,269,12,3,2,4,1,2,0,0,0
31205,F,MD,21122,211,23,19,29,176,205,2,0,0,0,0,1,0,1,0
31206,F,NY,11778,117,11,3,29,196,225,2,0,0,0,1,0,0,1,0
31207,F,NY,11714,117,51,19,109,106,215,9,0,1,3,1,0,2,2,0
31208,M,PA,19406,194,29,9,58,194,252,5,1,1,1,1,0,1,0,0
31209,F,RI,2906,29,41,3,88,326,414,8,2,2,2,0,0,1,1,1
31210,F,MA,2359,23,47,1,98,297,395,9,3,1,4,0,0,1,0,0
31211,F,VT,5661,56,1,1,15,113,128,1,0,1,0,0,0,0,0,0
31212,F,MA,2536,25,5,1,28,222,250,2,0,0,0,1,0,1,0,0
31213,M,NY,11021,110,11,7,26,116,142,2,0,0,1,1,0,0,0,0
31214,F,NJ,8889,88,13,13,15,266,281,1,0,0,0,0,0,1,0,0
31215,F,NY,11204,112,13,7,28,119,147,2,0,0,0,1,0,1,0,0
31216,M,NJ,7508,75,35,9,83,230,313,7,2,0,1,2,0,0,2,0
31217,F,NJ,8873,88,3,3,15,53,68,1,0,0,0,1,0,0,0,0
31218,F,NJ,8057,80,51,13,82,76,158,7,1,1,2,0,0,2,1,0
31219,F,NJ,8733,87,9,9,15,177,192,1,0,0,0,0,0,0,1,0
31220,F,NJ,7739,77,9,9,15,65,80,1,0,0,1,0,0,0,0,0
31221,F,NJ,8043,80,13,13,15,92,107,1,0,0,0,0,0,0,1,0
31222,F,MA,2062,20,53,3,107,191,298,9,2,0,1,0,1,3,2,1
31223,M,NJ,7746,77,15,9,27,61,88,2,0,0,0,1,1,0,0,0
31224,F,NY,11236,112,21,1,106,266,372,9,1,0,2,2,0,1,3,0
31225,M,CT,6111,61,71,15,137,216,353,12,3,0,3,2,0,2,2,0
31226,F,NY,11514,115,35,9,85,322,407,8,3,1,4,0,0,0,0,0
31227,M,NY,11021,110,1,1,15,158,173,1,0,0,0,0,0,0,1,1
31228,F,NY,10014,100,75,7,142,123,265,12,1,1,5,1,0,2,2,0
31229,M,CT,6490,64,29,1,129,283,412,12,2,2,3,2,2,0,1,0
31230,F,NY,12198,121,19,15,29,10,39,2,0,0,1,0,0,0,1,0
31231,F,NY,11507,115,17,3,80,250,330,7,1,2,2,0,0,0,2,0
31232,F,NH,3077,30,15,15,15,33,48,1,1,0,0,0,0,0,0,0
31233,F,CT,6457,64,5,5,15,20,35,1,0,0,1,0,0,0,0,0
31234,M,NJ,8055,80,25,9,51,144,195,5,2,0,3,0,0,0,0,0
31235,M,NY,14207,142,13,9,25,231,256,2,0,1,1,0,0,0,0,0
31236,F,DC,20020,200,31,9,113,139,252,10,4,2,3,0,0,0,1,0
31237,F,NY,11746,117,11,11,15,298,313,1,1,0,0,0,0,0,0,0
31238,F,CT,6513,65,1,1,15,205,220,1,0,1,0,0,0,0,0,0
31239,M,PA,17345,173,11,11,15,121,136,1,0,1,0,0,0,0,0,0
31240,F,NY,11747,117,41,31,36,218,254,3,1,0,1,0,0,1,0,0
31241,F,NJ,7820,78,15,11,25,283,308,2,0,1,1,0,0,0,0,0
31242,M,PA,15147,151,15,15,15,16,31,1,1,0,0,0,0,0,0,0
31243,M,NY,11701,117,33,11,59,107,166,5,1,1,1,1,0,0,1,1
31244,M,MD,21037,210,47,31,52,154,206,4,0,0,2,0,0,1,1,0
31245,M,PA,19018,190,21,15,25,269,294,2,1,0,1,0,0,0,0,0
31246,M,NJ,8550,85,55,1,128,150,278,11,2,1,1,2,2,2,1,0
31247,F,NJ,8540,85,13,13,15,174,189,1,0,0,0,0,0,0,1,0
31248,F,NY,11422,114,23,3,82,132,214,8,2,1,4,0,1,0,0,0
31249,F,NH,3054,30,27,11,74,216,290,6,1,0,1,0,0,1,3,1
31250,F,NY,13456,134,91,33,139,305,444,12,6,1,0,0,1,1,3,0
31251,F,MA,1022,10,21,13,25,158,183,2,0,0,2,0,0,0,0,0
31252,F,NY,13460,134,25,25,15,20,35,1,1,0,0,0,0,0,0,0
31253,F,NY,10463,104,61,7,114,84,198,11,4,1,4,0,0,2,0,0
31254,F,PA,17601,176,15,15,15,194,209,1,0,0,0,0,0,0,1,0
31255,F,NH,3054,30,15,15,15,112,127,1,1,0,0,0,0,0,0,0
31256,F,PA,15101,151,61,7,139,214,353,12,2,1,4,0,1,0,4,0
31257,F,PA,18330,183,19,13,25,84,109,2,1,0,1,0,0,0,0,0
31258,F,NY,11235,112,13,13,15,263,278,1,0,0,0,0,0,1,0,0
31259,F,MA,2154,21,5,5,15,184,199,1,0,0,1,0,0,0,0,0
31260,F,MA,1501,15,9,9,15,61,76,1,0,0,0,0,1,0,0,0
31261,F,PA,17078,170,67,9,108,164,272,10,2,1,4,0,1,2,0,0
31262,F,NY,11542,115,77,25,116,57,173,10,2,2,1,1,0,2,2,0
31263,F,MD,20747,207,15,9,28,299,327,2,0,0,0,1,0,1,0,0
31264,F,NJ,7823,78,15,15,15,220,235,1,1,0,0,0,0,0,0,0
31265,F,NJ,7666,76,1,1,15,113,128,1,0,0,0,1,0,0,0,0
31266,F,NY,11768,117,23,15,26,201,227,2,1,0,0,1,0,0,0,0
31267,M,MA,2777,27,41,13,69,89,158,6,1,0,2,2,0,0,1,0
31268,F,PA,17603,176,17,15,26,89,115,2,1,0,0,1,0,0,0,0
31269,F,DC,20020,200,9,9,15,130,145,1,0,0,0,0,0,1,0,0
31270,M,PA,18201,182,19,7,56,19,75,5,1,1,2,0,0,0,1,0
31271,M,NY,10027,100,35,7,130,83,213,11,2,0,4,1,1,1,2,0
31272,M,NJ,8822,88,19,15,29,42,71,2,1,0,0,0,0,0,1,0
31273,F,NJ,8054,80,13,11,29,172,201,2,1,0,0,0,0,0,1,0
31274,F,NJ,7901,79,31,9,84,219,303,8,5,0,3,0,0,0,0,0
31275,F,NJ,8520,85,17,17,15,224,239,1,1,0,0,0,0,0,0,0
31276,F,CT,6605,66,71,11,127,42,169,11,2,1,5,0,0,0,3,0
31277,M,NY,11106,111,31,11,67,308,375,6,2,1,1,1,0,0,1,0
31278,F,PA,17042,170,35,15,95,256,351,8,1,0,1,2,2,1,1,0
31279,F,PA,19117,191,7,7,15,230,245,1,0,0,1,0,0,0,0,0
31280,F,MD,20854,208,17,3,38,262,300,3,0,1,0,0,1,0,1,0
31281,F,NJ,8014,80,41,31,33,52,85,3,1,0,1,0,0,0,1,0
31282,M,NY,11790,117,45,19,63,274,337,5,0,0,1,1,0,1,2,0
31283,F,PA,17801,178,15,15,15,170,185,1,0,0,0,0,0,0,1,0
31284,F,MD,21090,210,21,15,29,84,113,2,1,0,0,0,0,0,1,0
31285,M,NJ,7042,70,9,9,15,298,313,1,0,0,0,1,0,0,0,0
31286,F,PA,19151,191,13,13,15,228,243,1,0,0,0,0,0,1,0,0
31287,M,CT,6811,68,19,7,65,133,198,5,0,2,0,0,0,1,2,0
31288,F,NY,12936,129,17,17,15,253,268,1,0,0,0,1,0,0,0,0
31289,F,NJ,7822,78,15,11,29,112,141,2,0,1,0,0,0,0,1,0
31290,M,NY,10003,100,77,17,119,276,395,10,1,1,1,2,1,2,2,0
31291,F,NJ,7927,79,13,5,34,308,342,3,1,0,1,1,0,0,0,0
31292,F,NY,12524,125,13,13,15,277,292,1,0,0,1,0,0,0,0,0
31293,F,NY,14221,142,21,21,15,39,54,1,1,0,0,0,0,0,0,0
31294,F,NH,3060,30,13,13,15,223,238,1,0,0,1,0,0,0,0,0
31295,F,NY,11714,117,9,9,15,167,182,1,0,0,0,1,0,0,0,0
31296,M,MD,20904,209,11,5,28,298,326,2,0,0,1,0,0,1,0,1
31297,F,NY,10025,100,11,11,15,89,104,1,1,0,0,0,0,0,0,0
31298,F,NY,11024,110,39,31,29,121,150,2,0,0,0,0,0,0,2,0
31299,M,NY,13850,138,9,1,48,42,90,4,0,0,1,1,1,0,1,0
31300,F,NY,12401,124,17,3,52,273,325,4,0,0,1,0,1,1,1,0
31301,F,NY,11743,117,15,9,25,140,165,2,0,0,2,0,0,0,0,0
31302,M,MA,1832,18,13,9,26,148,174,2,0,0,1,1,0,0,0,0
31303,F,CT,6830,68,15,11,24,15,39,2,1,1,0,0,0,0,0,0
31304,F,NY,11214,112,13,13,15,158,173,1,0,0,1,0,0,0,0,0
31305,F,NY,10605,106,23,7,84,78,162,8,3,1,2,1,0,1,0,0
31306,F,MD,21234,212,17,3,37,98,135,3,0,1,0,0,0,2,0,0
31307,F,MD,21222,212,15,15,15,82,97,1,0,1,0,0,0,0,0,0
31308,F,NJ,8260,82,21,1,80,101,181,7,2,0,2,1,0,2,0,0
31309,F,NY,11946,119,9,1,29,189,218,2,1,0,0,0,0,0,1,0
31310,M,NY,10994,109,61,9,118,71,189,11,3,1,4,3,0,0,0,0
31311,M,CT,6016,60,19,15,29,129,158,2,0,0,0,0,1,0,1,0
31312,M,PA,19382,193,71,31,109,321,430,10,2,1,3,1,2,0,1,0
31313,M,NY,11746,117,33,11,58,19,77,4,0,0,0,1,0,0,3,0
31314,F,PA,15736,157,13,13,15,28,43,1,1,0,0,0,0,0,0,0
31315,F,NY,11939,119,9,5,25,27,52,2,0,0,2,0,0,0,0,0
31316,F,NY,11733,117,47,33,41,184,225,3,0,0,1,0,1,0,1,0
31317,F,NJ,8854,88,19,19,15,36,51,1,0,0,0,0,0,1,0,0
31318,F,NJ,7102,71,19,5,42,25,67,4,1,1,1,0,0,0,1,0
31319,F,NJ,7081,70,35,13,110,53,163,10,0,4,5,0,0,1,0,0
31320,F,NY,11235,112,5,5,15,218,233,1,1,0,0,0,0,0,0,0
31321,F,NJ,7208,72,1,1,15,169,184,1,0,0,1,0,0,0,0,0
31322,M,MD,21220,212,33,5,63,311,374,5,1,0,1,1,0,1,1,0
31323,F,NY,10013,100,7,1,29,45,74,2,0,1,0,0,0,0,1,1
31324,F,NY,10475,104,15,11,25,253,278,2,1,0,1,0,0,0,0,0
31325,M,NY,12401,124,59,17,116,317,433,11,5,0,4,2,0,0,0,0
31326,F,NY,11229,112,15,15,15,293,308,1,0,0,0,1,0,0,0,0
31327,F,MA,1949,19,19,11,29,207,236,2,1,0,0,0,0,0,1,0
31328,M,MD,21104,211,47,9,114,113,227,10,1,2,4,0,2,0,1,0
31329,M,PA,17032,170,53,15,90,228,318,8,0,2,3,0,2,1,0,0
31330,M,PA,19611,196,13,9,25,246,271,2,0,1,1,0,0,0,0,0
31331,M,NJ,7040,70,39,33,29,240,269,2,0,0,0,0,1,0,1,0
31332,M,NY,11510,115,11,1,42,78,120,3,0,0,0,0,0,1,2,1
31333,F,NJ,7869,78,47,15,60,35,95,6,2,1,3,0,0,0,0,0
31334,F,NJ,8904,89,61,7,117,156,273,10,1,2,1,0,1,2,3,1
31335,F,MA,1886,18,47,9,104,128,232,9,3,0,1,1,1,2,1,1
31336,M,NH,3275,32,11,11,15,29,44,1,0,0,0,1,0,0,0,0
31337,M,CT,6902,69,35,31,29,263,292,2,0,0,0,1,0,0,1,0
31338,F,NY,14132,141,3,3,15,178,193,1,0,0,1,0,0,0,0,0
31339,F,NY,11776,117,11,7,25,219,244,2,1,0,1,0,0,0,0,0
31340,M,PA,19363,193,13,5,29,61,90,2,0,0,0,0,0,1,1,0
31341,M,NJ,7070,70,29,13,42,98,140,4,1,1,1,0,0,1,0,0
31342,F,NY,12538,125,7,7,15,60,75,1,1,0,0,0,0,0,0,0
31343,F,NY,11203,112,19,11,29,23,52,2,0,0,0,0,0,1,1,0
31344,M,MD,20912,209,37,31,25,280,305,2,1,0,1,0,0,0,0,0
31345,F,PA,19035,190,33,33,15,117,132,1,1,0,0,0,0,0,0,0
31346,F,NY,13601,136,9,9,15,83,98,1,0,1,0,0,0,0,0,0
31347,M,MD,20905,209,37,13,44,164,208,4,1,2,0,0,1,0,0,0
31348,F,NJ,8757,87,49,15,104,65,169,9,1,1,2,2,1,0,2,0
31349,F,NY,10003,100,13,13,15,265,280,1,1,0,0,0,0,0,0,0
31350,F,NJ,7054,70,11,11,15,141,156,1,1,0,0,0,0,0,0,0
31351,M,PA,18644,186,41,15,130,149,279,11,0,2,3,0,1,4,1,1
31352,F,NY,11003,110,7,7,15,159,174,1,1,0,0,0,0,0,0,0
31353,F,NY,10502,105,29,7,100,303,403,9,4,0,3,1,0,1,0,0
31354,F,PA,15332,153,33,15,75,219,294,6,2,0,0,0,2,0,2,0
31355,F,DC,20016,200,9,9,15,32,47,1,0,0,0,0,0,0,1,0
31356,F,MD,20754,207,41,21,95,81,176,8,1,0,3,1,0,1,2,0
31357,M,MA,1754,17,33,11,79,123,202,7,1,0,2,3,0,0,1,0
31358,M,NJ,7626,76,31,9,118,50,168,10,1,0,4,1,0,2,2,0
31359,F,PA,19096,190,47,13,126,96,222,11,2,1,5,0,0,1,2,0
31360,F,NY,12603,126,15,15,15,214,229,1,1,0,0,0,0,0,0,0
31361,F,NY,12020,120,25,23,25,241,266,2,0,0,2,0,0,0,0,0
31362,F,NY,11782,117,5,5,15,276,291,1,1,0,0,0,0,0,0,0
31363,F,NJ,7675,76,7,7,15,82,97,1,0,0,0,1,0,0,0,0
31364,M,NY,11769,117,23,9,73,56,129,6,0,1,1,2,0,0,2,0
31365,M,PA,19074,190,33,9,72,235,307,6,2,0,1,0,1,1,1,0
31366,M,NY,12538,125,15,13,25,103,128,2,1,0,1,0,0,0,0,0
31367,F,NY,10510,105,43,35,35,184,219,3,1,0,2,0,0,0,0,0
31368,F,MA,1754,17,15,15,15,113,128,1,0,0,1,0,0,0,0,0
31369,F,NJ,7013,70,21,13,28,10,38,2,0,0,1,0,0,1,0,0
31370,F,NJ,7508,75,29,25,29,297,326,2,0,0,0,1,0,0,1,0
31371,F,NJ,8619,86,29,11,77,91,168,7,2,0,1,3,0,0,1,0
31372,F,NJ,8724,87,23,23,15,232,247,1,1,0,0,0,0,0,0,0
31373,F,NY,11714,117,23,15,27,208,235,2,0,0,1,0,1,0,0,0
31374,F,CT,6430,64,47,3,120,170,290,10,0,1,2,4,0,3,0,1
31375,F,CT,6897,68,17,13,29,31,60,2,0,0,0,0,0,1,1,0
31376,F,NY,11730,117,41,11,67,309,376,6,2,0,2,0,2,0,0,0
31377,F,NY,12835,128,15,15,15,164,179,1,1,0,0,0,0,0,0,0
31378,F,NY,11713,117,55,21,78,101,179,7,1,1,3,0,0,2,0,0
31379,F,MD,21235,212,17,13,27,104,131,2,0,0,0,1,1,0,0,0
31380,M,NY,13090,130,31,31,15,286,301,1,0,0,0,0,1,0,0,0
31381,F,PA,15090,150,41,13,138,144,282,12,1,0,5,1,3,0,2,0
31382,F,PA,19142,191,41,13,49,77,126,5,3,2,0,0,0,0,0,0
31383,M,NY,10038,100,41,9,109,224,333,9,2,0,0,1,3,0,3,0
31384,M,MA,2178,21,23,15,29,282,311,2,0,0,0,0,0,1,1,1
31385,F,NY,10023,100,13,13,15,248,263,1,0,1,0,0,0,0,0,0
31386,F,NY,10458,104,13,13,15,22,37,1,0,0,0,1,0,0,0,0
31387,M,PA,17403,174,27,11,39,132,171,3,0,0,0,1,0,1,1,1
31388,M,NJ,7004,70,33,13,108,252,360,10,4,0,2,2,0,1,1,0
31389,F,NY,11510,115,37,13,79,246,325,7,1,0,2,3,0,0,1,0
31390,F,NJ,7642,76,11,11,15,249,264,1,0,0,0,0,0,0,1,0
31391,M,NY,11050,110,53,33,45,108,153,4,1,0,1,0,2,0,0,0
31392,M,NJ,8033,80,5,5,15,44,59,1,1,0,0,0,0,0,0,0
31393,F,DE,19711,197,11,11,15,76,91,1,0,0,0,0,0,0,1,0
31394,M,NJ,7083,70,43,27,56,147,203,5,1,0,3,0,0,1,0,0
31395,M,PA,19046,190,29,13,36,278,314,3,1,0,0,0,0,2,0,1
31396,F,NJ,7701,77,19,15,25,89,114,2,1,0,1,0,0,0,0,0
31397,F,NJ,7419,74,29,9,49,105,154,4,2,0,0,0,1,0,1,0
31398,F,PA,19154,191,9,5,25,301,326,2,0,1,1,0,0,0,0,0
31399,F,MD,20603,206,27,9,96,164,260,8,0,1,1,2,2,1,1,0
31400,M,MD,20902,209,33,29,25,221,246,2,0,1,1,0,0,0,0,0
31401,F,MD,20748,207,17,17,15,173,188,1,0,0,0,1,0,0,0,0
31402,F,MA,1775,17,1,1,15,157,172,1,1,0,0,0,0,0,0,1
31403,F,NY,11229,112,11,11,15,24,39,1,1,0,0,0,0,0,0,0
31404,F,NY,11220,112,31,27,27,72,99,2,0,0,1,0,1,0,0,0
31405,F,PA,19114,191,15,1,56,259,315,5,1,1,2,0,0,0,1,1
31406,F,PA,19076,190,65,3,139,130,269,12,2,1,1,1,2,2,3,0
31407,F,NJ,7405,74,9,7,29,99,128,2,0,1,0,0,0,0,1,0
31408,F,NY,10579,105,3,3,15,187,202,1,0,0,1,0,0,0,0,0
31409,F,MA,2322,23,9,9,15,116,131,1,0,0,0,0,1,0,0,0
31410,M,PA,19149,191,55,5,140,149,289,12,4,0,3,3,0,1,1,0
31411,F,MA,1960,19,71,1,140,208,348,12,4,0,3,0,2,2,1,0
31412,F,MA,1257,12,21,13,29,186,215,2,0,0,1,0,0,0,1,0
31413,F,PA,15108,151,15,9,29,54,83,2,0,0,1,0,0,0,1,1
31414,M,NH,3887,38,9,9,15,216,231,1,0,0,0,0,0,1,0,1
31415,F,DE,19803,198,11,11,15,246,261,1,1,0,0,0,0,0,0,1
31416,F,CT,6492,64,39,21,53,276,329,4,0,0,2,0,0,0,2,0
31417,F,NJ,8831,88,23,21,29,145,174,2,0,1,0,0,0,0,1,0
31418,F,CT,6840,68,9,9,15,194,209,1,0,0,0,0,0,1,0,0
31419,M,MA,1451,14,3,1,29,139,168,2,0,0,0,0,0,0,2,0
31420,M,PA,18017,180,11,5,27,82,109,2,1,0,0,0,1,0,0,0
31421,F,MA,2026,20,39,5,136,201,337,12,3,0,5,1,0,3,0,0
31422,F,NY,11980,119,11,3,25,163,188,2,1,0,1,0,0,0,0,0
31423,M,NY,10707,107,39,21,67,202,269,6,1,1,2,1,0,0,1,0
31424,F,PA,19343,193,7,1,26,124,150,2,0,0,1,1,0,0,0,0
31425,F,NJ,8822,88,35,15,78,51,129,7,2,0,3,0,0,1,1,0
31426,F,PA,17236,172,61,29,102,68,170,9,3,0,2,3,0,0,1,0
31427,F,PA,15466,154,29,27,26,175,201,2,0,0,1,1,0,0,0,0
31428,M,MD,20852,208,31,3,75,108,183,7,2,1,2,1,1,0,0,0
31429,F,PA,18704,187,9,9,15,296,311,1,1,0,0,0,0,0,0,0
31430,M,RI,2835,28,67,27,84,200,284,8,3,2,1,1,0,0,1,0
31431,F,CT,6475,64,23,15,29,221,250,2,0,0,1,0,0,0,1,0
31432,F,NY,11005,110,25,25,15,160,175,1,0,1,0,0,0,0,0,0
31433,F,NY,11554,115,59,11,102,244,346,9,3,0,1,3,0,0,2,0
31434,F,NY,11542,115,77,13,124,221,345,11,4,0,3,1,2,1,0,0
31435,F,VT,5201,52,5,1,29,260,289,2,0,0,1,0,0,0,1,0
31436,M,PA,17543,175,39,13,66,211,277,6,2,1,1,1,0,1,0,0
31437,F,CT,6903,69,9,9,15,196,211,1,0,0,1,0,0,0,0,0
31438,M,PA,19032,190,15,9,25,258,283,2,1,0,1,0,0,0,0,0
31439,F,PA,16830,168,21,13,28,116,144,2,0,1,0,0,0,1,0,0
31440,F,NY,14450,144,19,15,26,55,81,2,0,0,0,2,0,0,0,0
31441,F,PA,19464,194,51,5,103,79,182,9,0,1,2,2,3,1,0,0
31442,F,NJ,7601,76,17,13,26,104,130,2,0,0,1,1,0,0,0,0
31443,F,MD,20817,208,29,15,72,20,92,6,2,0,1,0,1,1,1,1
31444,F,MD,20832,208,37,31,25,281,306,2,0,1,1,0,0,0,0,0
31445,M,PA,17402,174,15,7,26,286,312,2,1,0,0,1,0,0,0,0
31446,F,PA,15317,153,5,5,15,242,257,1,0,0,0,0,0,0,1,0
31447,F,NY,11040,110,57,29,114,278,392,10,2,2,1,1,1,2,1,0
31448,F,MA,2053,20,23,11,37,292,329,3,2,0,0,0,0,0,1,0
31449,F,NJ,7646,76,29,7,76,115,191,7,3,1,1,0,0,2,0,0
31450,F,NY,10016,100,35,35,15,294,309,1,0,1,0,0,0,0,0,0
31451,F,NJ,7930,79,37,35,23,137,160,2,2,0,0,0,0,0,0,0
31452,F,CT,6708,67,15,15,15,145,160,1,0,0,0,1,0,0,0,0
31453,F,NJ,7657,76,23,11,36,229,265,3,0,0,1,1,1,0,0,0
31454,F,MA,2148,21,3,3,15,195,210,1,0,0,0,1,0,0,0,0
31455,F,NY,10467,104,15,1,37,42,79,3,1,0,0,1,0,0,1,0
31456,M,NJ,7065,70,47,7,80,152,232,7,2,0,2,1,1,0,1,0
31457,M,NJ,7922,79,25,7,63,208,271,5,0,0,2,1,0,1,1,0
31458,F,CT,6040,60,37,29,29,255,284,2,0,0,0,0,1,0,1,0
31459,F,PA,18951,189,29,7,46,303,349,4,0,1,2,0,1,0,0,0
31460,F,NY,10965,109,15,3,47,219,266,4,0,1,2,0,0,1,0,1
31461,F,NY,11572,115,21,13,27,94,121,2,0,0,1,0,1,0,0,0
31462,F,NY,11357,113,7,5,24,159,183,2,1,1,0,0,0,0,0,0
31463,F,NJ,8882,88,9,7,24,177,201,2,1,1,0,0,0,0,0,0
31464,F,NY,11369,113,39,15,65,298,363,6,2,0,3,0,0,0,1,1
31465,F,NY,11771,117,35,31,26,112,138,2,1,0,0,1,0,0,0,0
31466,F,PA,19144,191,35,33,29,188,217,2,0,0,0,0,0,1,1,1
31467,F,PA,16365,163,27,23,26,223,249,2,1,0,0,1,0,0,0,0
31468,F,CT,6611,66,27,7,56,269,325,5,2,0,2,0,0,1,0,0
31469,F,NJ,7843,78,13,9,25,30,55,2,1,0,1,0,0,0,0,0
31470,F,NJ,8701,87,29,1,125,199,324,11,7,0,1,0,2,0,1,0
31471,F,VI,821,8,13,13,15,191,206,1,0,0,0,1,0,0,0,0
31472,F,NY,11004,110,11,11,15,47,62,1,0,0,0,0,0,0,1,0
31473,F,MA,1109,11,23,15,28,29,57,2,0,0,0,1,0,1,0,0
31474,F,CT,6611,66,13,13,15,47,62,1,0,0,1,0,0,0,0,0
31475,F,DE,19707,197,47,9,83,207,290,7,1,0,1,4,0,1,0,0
31476,F,RI,2920,29,19,11,29,274,303,2,0,0,0,0,1,0,1,0
31477,M,NY,11230,112,15,7,28,252,280,2,0,0,0,1,0,1,0,0
31478,M,NY,10970,109,53,21,132,155,287,12,3,1,3,2,1,0,2,0
31479,F,NJ,8203,82,13,7,29,254,283,2,0,0,1,0,0,0,1,0
31480,F,NJ,7012,70,51,15,140,300,440,12,2,0,5,1,1,1,2,0
31481,M,VA,20165,201,3,3,15,13,28,1,0,0,0,1,0,0,0,0
31482,F,NY,10310,103,15,15,15,134,149,1,0,0,0,1,0,0,0,0
31483,F,NY,11358,113,29,29,15,234,249,1,0,0,1,0,0,0,0,0
31484,F,NJ,8753,87,19,19,15,180,195,1,0,0,1,0,0,0,0,0
31485,F,MD,20901,209,93,31,129,47,176,11,2,1,1,2,2,1,2,1
31486,M,NY,14624,146,75,9,145,231,376,12,1,1,4,6,0,0,0,0
31487,F,NY,10021,100,15,9,29,135,164,2,0,0,0,0,0,1,1,0
31488,F,NY,11554,115,63,11,96,87,183,9,4,0,3,0,0,1,1,0
31489,F,MD,21122,211,77,35,127,241,368,11,4,0,3,1,0,2,1,0
31490,F,PA,17543,175,9,9,15,170,185,1,0,1,0,0,0,0,0,0
31491,F,NY,11375,113,51,15,76,245,321,7,3,1,1,0,1,0,1,0
31492,F,MD,20817,208,19,19,15,266,281,1,1,0,0,0,0,0,0,0
31493,F,NY,10965,109,21,21,15,82,97,1,0,0,1,0,0,0,0,0
31494,M,NY,11003,110,37,13,67,133,200,6,2,1,1,1,0,0,1,0
31495,F,NY,10025,100,45,13,72,237,309,7,2,1,3,0,1,0,0,0
31496,M,NY,14534,145,77,11,142,164,306,12,3,1,4,1,0,1,2,0
31497,M,NY,11801,118,31,11,59,88,147,5,0,1,2,1,0,0,1,0
31498,F,PA,17329,173,11,11,15,66,81,1,0,0,0,0,0,0,1,0
31499,F,NY,11580,115,49,7,127,59,186,11,5,0,2,0,0,3,1,0
31500,M,NJ,7042,70,25,5,57,132,189,5,4,0,0,1,0,0,0,0
31501,F,NJ,7052,70,31,13,86,151,237,8,1,2,2,2,1,0,0,0
31502,M,NJ,8759,87,25,25,15,113,128,1,0,0,0,0,0,1,0,0
31503,F,NJ,8757,87,19,11,28,154,182,2,1,0,0,0,0,1,0,0
31504,M,CT,6052,60,41,1,120,285,405,11,1,2,3,2,2,1,0,0
31505,F,DE,19805,198,53,7,122,168,290,10,0,0,6,0,2,0,2,1
31506,M,DE,19963,199,39,15,72,65,137,6,2,0,1,1,0,0,2,0
31507,F,NJ,7726,77,11,11,15,18,33,1,1,0,0,0,0,0,0,0
31508,F,MD,21208,212,17,9,26,113,139,2,0,0,0,2,0,0,0,0
31509,F,NY,10573,105,9,5,27,20,47,2,1,0,0,0,1,0,0,0
31510,M,NJ,7444,74,11,3,29,292,321,2,0,0,0,1,0,0,1,1
31511,F,PA,18103,181,15,15,15,162,177,1,0,0,0,1,0,0,0,0
31512,F,MA,1923,19,21,13,25,283,308,2,0,1,1,0,0,0,0,0
31513,F,DE,19720,197,13,7,29,101,130,2,1,0,0,0,0,0,1,0
31514,F,MA,1902,19,17,9,25,182,207,2,1,0,1,0,0,0,0,0
31515,M,NY,10996,109,11,11,15,188,203,1,1,0,0,0,0,0,0,0
31516,F,NJ,7746,77,13,13,15,18,33,1,0,0,0,1,0,0,0,0
31517,F,NY,11230,112,45,31,50,255,305,4,2,0,0,0,0,1,1,0
31518,F,MD,21044,210,15,9,25,62,87,2,1,0,1,0,0,0,0,0
31519,M,PA,18966,189,39,15,71,148,219,6,1,1,1,1,1,0,1,0
31520,F,PA,17402,174,19,11,29,43,72,2,0,0,1,0,0,0,1,0
31521,F,NJ,7675,76,55,15,114,151,265,10,2,0,3,1,2,0,2,0
31522,F,NY,10962,109,17,11,26,271,297,2,1,0,0,1,0,0,0,1
31523,F,NY,11369,113,55,11,81,312,393,8,4,0,3,0,1,0,0,0
31524,F,PA,19006,190,15,9,24,45,69,2,1,1,0,0,0,0,0,0
31525,F,NJ,7645,76,35,13,122,209,331,10,1,0,2,1,2,2,2,1
31526,F,NJ,7083,70,29,5,90,218,308,8,3,0,0,2,2,1,0,0
31527,F,NY,12037,120,13,7,25,233,258,2,0,1,1,0,0,0,0,0
31528,F,PA,19610,196,7,7,15,3,18,1,1,0,0,0,0,0,0,0
31529,F,MA,2171,21,15,15,15,229,244,1,0,0,0,0,0,1,0,0
31530,F,NY,11786,117,33,3,100,150,250,9,3,0,3,1,0,0,2,0
31531,M,NJ,7012,70,27,11,63,74,137,5,0,0,1,2,0,1,1,0
31532,F,NJ,7643,76,17,13,25,144,169,2,0,0,2,0,0,0,0,0
31533,F,NY,10570,105,21,21,15,78,93,1,0,0,0,0,0,1,0,0
31534,M,MD,21208,212,39,13,110,278,388,10,3,1,4,1,0,0,1,0
31535,M,NY,14450,144,43,15,63,48,111,5,0,0,2,1,0,1,1,0
31536,F,NY,10470,104,15,15,15,222,237,1,1,0,0,0,0,0,0,0
31537,F,MA,2155,21,9,9,15,10,25,1,1,0,0,0,0,0,0,0
31538,M,NY,11208,112,33,15,48,50,98,4,0,1,0,1,0,1,1,0
31539,M,PA,17113,171,11,7,26,87,113,2,1,0,0,1,0,0,0,0
31540,F,NJ,8723,87,75,11,141,154,295,12,2,1,3,1,0,1,4,0
